Designator,Manufacturer Part number, Quantity
"C1,C53,C55,C56,C81","GRM033C71C104KE14D",5
"CN1","47151-0001",1
"IC1","STM32MP157AAA3",1
"IC2","IS43TR16256AL-125KBL",1
"IC3","TFP410PAP",1
"IC4","STPMIC1APQR",1
"J1","PJ-043-SMT-TR",1
"J2","5025700893",1
"J3","RJMG2310228A0ER",1
"LD0,LD1,LD2,LD3,LD4","SML-D12D1WT86",5
"R1,R2,R3,R4,R5,R61,R62,R63,R64,R65","ERJ-1GNJ103C",10
"R27,R98,R101,R104,R107","RMCF0402FT59R0",5
"SLOT0,SLOT1,SLOT2,SLOT3,SLOT4","10018784-10210TLF",5
"U$3","1888019-4",1
